Accession ID,Collection date,Submission date,Location,PozicijeRazlika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_1447307,2/9/2021,4/2/2021,Europe / Hungary / Pest,1,2,3,4,5,6,7,8,9,10,242,3038,4861,7768,8048,14409,17105,19873,20269,20996,22880,23404,25553,25758,26527,27801,28374,28656,29525,29811,30079,30080,30081,30082,30083,30084,30085,30086,30087,30088,30089,30090,30091,30092,30093,30094,30095,30096,30097,30098,30099,30100,30101,30102,30103,30104,30105,30106,30107,30108,30109,30110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_1447308,1/27/2021,4/2/2021,Europe / Hungary / Budapest,1,2,3,4,5,6,7,8,242,3038,4544,5630,7040,9527,11498,12117,13994,14409,15767,16890,17020,18878,22993,23404,25564,25711,26736,26877,28976,29400,29428,29967,30083,30084,30085,30086,30087,30088,30089,30090,30091,30092,30093,30094,30095,30096,30097,30098,30099,30100,30101,30102,30103,30104,30105,30106,30107,30108,30109,30110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_1447309,2/5/2021,4/2/2021,Europe / Hungary / Veszprem,1,2,3,4,5,6,7,8,242,3038,4544,5630,6556,9439,9527,11498,12782,13994,14409,15767,16878,16890,17020,18878,19856,22993,23404,25495,25564,25711,26736,26877,27410,27775,28976,29428,30080,30081,30082,30083,30084,30085,30086,30087,30088,30089,30090,30091,30092,30093,30094,30095,30096,30097,30098,30099,30100,30101,30102,30103,30104,30105,30106,30107,30108,30109,30110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_1447310,2/4/2021,4/2/2021,Europe / Hungary / Budapest,1,2,3,4,5,6,7,8,9,10,11,12,13,242,3038,4544,5000,5630,9527,11498,13994,14409,15767,16890,17020,18878,22993,23404,25564,25711,26736,26877,27410,28976,29400,29416,29428,29816,30081,30082,30083,30084,30085,30086,30087,30088,30089,30090,30091,30092,30093,30094,30095,30096,30097,30098,30099,30100,30101,30102,30103,30104,30105,30106,30107,30108,30109,30110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_1447311,2/3/2021,4/2/2021,Europe / Hungary / Pest,1,2,3,4,5,6,7,8,67,242,1595,1731,3038,7768,8048,11859,12770,14409,17105,17441,17656,20269,21553,22565,22880,23404,25688,25907,26952,27801,29811,30083,30084,30085,30086,30087,30088,30089,30090,30091,30092,30093,30094,30095,30096,30097,30098,30099,30100,30101,30102,30103,30104,30105,30106,30107,30108,30109,30110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_1447312,2/23/2021,4/2/2021,Europe / Hungary / Veszprem,1,2,3,4,5,6,7,8,242,830,2669,3038,5176,7768,8048,10109,12989,14409,14698,15599,16330,16395,17105,18029,18177,19399,20269,21766,21767,21768,21769,21770,21771,22128,22880,23404,23877,24911,25948,26973,27801,28084,28900,29469,29811,29815,29819,30082,30083,30084,30085,30086,30087,30088,30089,30090,30091,30092,30093,30094,30095,30096,30097,30098,30099,30100,30101,30102,30103,30104,30105,30106,30107,30108,30109,30110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_1447313,2/22/2021,4/2/2021,Europe / Hungary / Budapest,1,2,3,4,5,6,7,242,594,914,3038,3268,5389,5945,5987,6360,6955,11289,11290,11291,11292,11293,11294,11295,11296,11297,13437,14409,14677,14932,15097,15280,16177,21576,21766,21767,21768,21769,21770,21771,21775,21992,21993,21994,23064,23272,23404,23605,23710,24507,24915,27973,28049,28096,28112,28272,28281,28282,28283,28881,28882,28883,28884,28885,28978,29168,30083,30084,30085,30086,30087,30088,30089,30090,30091,30092,30093,30094,30095,30096,30097,30098,30099,30100,30101,30102,30103,30104,30105,30106,30107,30108,30109,30110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_1447315,2/9/2021,4/2/2021,Europe / Hungary / Pest,1,2,3,4,5,6,7,8,9,242,3038,4861,7768,8048,14409,17105,19873,20269,20996,22880,23404,25553,25758,26527,27801,28374,28656,29811,30082,30083,30084,30085,30086,30087,30088,30089,30090,30091,30092,30093,30094,30095,30096,30097,30098,30099,30100,30101,30102,30103,30104,30105,30106,30107,30108,30109,30110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_1447316,2/11/2021,4/2/2021,Europe / Hungary / Budapest,1,2,3,4,5,6,7,8,9,10,11,12,242,3038,4861,7768,8048,11084,12026,14409,17105,19873,20269,20996,22880,23404,25553,25758,26527,27801,28374,28656,29525,29811,30083,30084,30085,30086,30087,30088,30089,30090,30091,30092,30093,30094,30095,30096,30097,30098,30099,30100,30101,30102,30103,30104,30105,30106,30107,30108,30109,30110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_1447317,2/12/2021,4/2/2021,Europe / Hungary / Heves,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,242,3038,4544,5630,9038,9527,11498,13994,14409,15767,16890,17020,18878,21813,21847,22993,23404,25564,25711,25868,26736,26877,28976,29400,29428,30080,30081,30082,30083,30084,30085,30086,30087,30088,30089,30090,30091,30092,30093,30094,30095,30096,30097,30098,30099,30100,30101,30102,30103,30104,30105,30106,30107,30108,30109,30110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_1447318,2/12/2021,4/2/2021,Europe / Hungary / Veszprem,1,2,3,4,5,6,7,8,9,10,11,12,13,242,3038,4544,5630,6556,9527,11498,13994,14409,15767,16890,17020,18878,19856,22993,23404,25495,25564,25711,25783,26736,26877,27410,28976,29400,30082,30083,30084,30085,30086,30087,30088,30089,30090,30091,30092,30093,30094,30095,30096,30097,30098,30099,30100,30101,30102,30103,30104,30105,30106,30107,30108,30109,30110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_1447319,2/15/2021,4/2/2021,Europe / Hungary / Pest,1,2,3,4,5,6,7,8,9,10,11,242,914,3038,3268,5389,5945,5987,6955,11289,11290,11291,11292,11293,11294,11295,11296,11297,13437,14409,14677,15097,15280,16177,21766,21767,21768,21769,21770,21771,21992,21993,21994,23064,23272,23404,23605,23710,24507,24915,26061,27973,28096,28112,28272,28281,28282,28283,28881,28882,28883,28884,28885,28978,30085,30086,30087,30088,30089,30090,30091,30092,30093,30094,30095,30096,30097,30098,30099,30100,30101,30102,30103,30104,30105,30106,30107,30108,30109,30110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_1447320,2/15/2021,4/2/2021,Europe / Hungary / Budapest,1,2,3,4,5,6,7,8,9,242,914,3038,3268,5389,5945,5987,6955,10253,11289,11290,11291,11292,11293,11294,11295,11296,11297,13437,14409,14677,15097,15280,16177,21992,21993,21994,23064,23272,23404,23605,23710,24507,24915,25612,27973,28049,28096,28112,28272,28281,28282,28283,28881,28882,28883,28884,28885,28978,30087,30088,30089,30090,30091,30092,30093,30094,30095,30096,30097,30098,30099,30100,30101,30102,30103,30104,30105,30106,30107,30108,30109,30110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_15104791,3/24/2022,9/24/2022,Europe / Hungary,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25,26,45,242,671,1586,2509,2791,3038,4185,4322,8681,9345,9425,9535,9867,10030,10199,10448,10450,11289,11290,11291,11292,11293,11294,11295,11296,11297,12881,14409,15715,16339,17411,18164,19519,19956,20056,21619,21634,21635,21636,21637,21638,21639,21640,21641,21642,21988,22201,22579,22675,22680,22687,22689,22776,22787,22793,22814,22883,22993,22996,23014,23041,23056,23064,23076,23404,23526,23600,23605,23855,23949,24425,24470,25001,25585,25625,26061,26271,26578,26710,26859,27260,27383,27384,27385,27808,28272,28312,28363,28364,28365,28366,28367,28368,28369,28370,28371,28882,28883,28884,29511,30061,30062,30063,30064,30065,30066,30067,30068,30069,30070,30071,30072,30073,30074,30075,30076,30077,30078,30079,30080,30081,30082,30083,30084,30085,30086,30087,30088,30089,30090,30091,30092,30093,30094,30095,30096,30097,30098,30099,30100,30101,30102,30103,30104,30105,30106,30107,30108,30109,30110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_15104793,5/16/2022,9/24/2022,Europe / Hungary,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25,26,45,242,671,2791,3038,4185,4322,8846,9345,9425,9535,9867,10030,10199,10448,10450,11112,11289,11290,11291,11292,11293,11294,11295,11296,11297,12881,14409,15715,17411,18164,19956,20056,21124,21619,21988,22201,22579,22675,22680,22687,22689,22776,22787,22883,22993,22996,23014,23041,23056,23064,23076,23249,23404,23526,23600,23605,23855,23949,24425,24470,25001,25585,26061,26271,26578,26710,26859,27260,27383,27384,27385,27642,27808,28272,28312,28363,28364,28365,28366,28367,28368,28369,28370,28371,28882,28883,28884,29511,30061,30062,30063,30064,30065,30066,30067,30068,30069,30070,30071,30072,30073,30074,30075,30076,30077,30078,30079,30080,30081,30082,30083,30084,30085,30086,30087,30088,30089,30090,30091,30092,30093,30094,30095,30096,30097,30098,30099,30100,30101,30102,30103,30104,30105,30106,30107,30108,30109,30110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_15104794,6/16/2022,9/24/2022,Europe / Hungary,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25,26,45,196,242,385,671,2791,3038,4185,4322,5366,9345,9425,9535,9867,10030,10199,10448,10450,11289,11290,11291,11292,11293,11294,11295,11296,11297,11675,12881,14409,15010,15715,17411,18164,19956,20056,21146,21619,21634,21635,21636,21637,21638,21639,21640,21641,21642,21722,21988,22055,22201,22579,22675,22680,22687,22689,22776,22787,22814,22883,22918,22993,22996,23014,23041,23056,23064,23076,23404,23526,23600,23605,23674,23855,23949,24425,24470,25001,25417,25585,26061,26271,26578,26710,26859,27260,27383,27384,27385,27808,28272,28312,28363,28364,28365,28366,28367,28368,28369,28370,28371,28882,28883,28884,29511,30061,30062,30063,30064,30065,30066,30067,30068,30069,30070,30071,30072,30073,30074,30075,30076,30077,30078,30079,30080,30081,30082,30083,30084,30085,30086,30087,30088,30089,30090,30091,30092,30093,30094,30095,30096,30097,30098,30099,30100,30101,30102,30103,30104,30105,30106,30107,30108,30109,30110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_15104795,6/15/2022,9/24/2022,Europe / Hungary,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,45,242,671,2791,3038,4185,4322,9221,9345,9425,9535,9867,10030,10199,10448,10450,11289,11290,11291,11292,11293,11294,11295,11296,11297,11675,12881,14409,15010,15715,17411,18164,19956,20056,21619,21634,21635,21636,21637,21638,21639,21640,21641,21642,21722,21988,22055,22201,22579,22675,22680,22687,22689,22776,22787,22814,22883,22918,22993,22996,23014,23041,23056,23064,23076,23404,23526,23600,23605,23674,23855,23949,24425,24470,25001,25417,25585,26061,26271,26578,26710,26859,27260,27383,27384,27385,27808,28272,28312,28363,28364,28365,28366,28367,28368,28369,28370,28371,28882,28883,28884,29511,30061,30062,30063,30064,30065,30066,30067,30068,30069,30070,30071,30072,30073,30074,30075,30076,30077,30078,30079,30080,30081,30082,30083,30084,30085,30086,30087,30088,30089,30090,30091,30092,30093,30094,30095,30096,30097,30098,30099,30100,30101,30102,30103,30104,30105,30106,30107,30108,30109,30110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_15104796,3/30/2022,9/24/2022,Europe / Hungary,17,45,242,671,2791,3038,4185,4322,9345,9425,9535,9867,10030,10199,10448,10450,11289,11290,11291,11292,11293,11294,11295,11296,11297,12881,14409,15715,17411,18164,19956,20056,21619,21634,21635,21636,21637,21638,21639,21640,21641,21642,21988,22201,22579,22675,22680,22687,22689,22776,22787,22793,22814,22883,22993,22996,23014,23041,23056,23064,23076,23404,23526,23600,23605,23855,23949,24425,24470,25001,25585,25625,26061,26271,26578,26710,26859,27260,27383,27384,27385,27808,28272,28312,28363,28364,28365,28366,28367,28368,28369,28370,28371,28436,28882,28883,28884,29511,30084,30085,30086,30087,30088,30089,30090,30091,30092,30093,30094,30095,30096,30097,30098,30099,30100,30101,30102,30103,30104,30105,30106,30107,30108,30109,30110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
